entry_time,exit_time,entry_price,exit_price,pnl_underlying,pnl_net,type,exit_reason
2025-06-13 10:40:00-04:00,2025-06-13 15:55:00-04:00,528.62,526.11,-2.509999999999991,-3.509999999999991,long,End of Day / Time Exit
2025-06-16 09:48:00-04:00,2025-06-16 15:55:00-04:00,531.83,534.18,2.349999999999909,1.349999999999909,long,End of Day / Time Exit
2025-06-17 09:32:00-04:00,2025-06-17 15:55:00-04:00,532.15,529.33,2.8199999999999363,1.8199999999999363,short,End of Day / Time Exit
2025-06-18 11:58:00-04:00,2025-06-18 15:55:00-04:00,531.11,529.05,2.060000000000059,1.0600000000000591,short,End of Day / Time Exit
2025-06-20 09:32:00-04:00,2025-06-20 10:45:00-04:00,532.47,527.1453,-5.324700000000007,-6.324700000000007,long,Stop Loss
