entry_time,exit_time,entry_price,exit_price,pnl_underlying_abs,pnl_underlying_pct,pnl_net_pct,type,exit_reason
2025-06-13 10:50:00-04:00,2025-06-13 15:00:00-04:00,527.98,527.2,0.7799999999999727,0.0014773286866926261,0.001277328686692626,short,End of Day / Time Exit
2025-06-13 15:19:00-04:00,2025-06-13 15:20:00-04:00,527.22,527.45,-0.2300000000000182,-0.000436250521603919,-0.000636250521603919,short,End of Day / Time Exit
2025-06-16 11:02:00-04:00,2025-06-16 15:00:00-04:00,534.78,534.12,-0.6599999999999682,-0.0012341523617187783,-0.0014341523617187784,long,End of Day / Time Exit
2025-06-16 15:06:00-04:00,2025-06-16 15:07:00-04:00,533.88,533.8,0.08000000000004093,0.00014984640743245846,-5.015359256754155e-05,short,End of Day / Time Exit
2025-06-16 15:16:00-04:00,2025-06-16 15:17:00-04:00,533.98,533.73,-0.25,-0.00046818232892617697,-0.000668182328926177,long,End of Day / Time Exit
2025-06-16 15:18:00-04:00,2025-06-16 15:19:00-04:00,533.67,533.65,0.01999999999998181,3.747634305841028e-05,-0.00016252365694158973,short,End of Day / Time Exit
2025-06-16 15:21:00-04:00,2025-06-16 15:22:00-04:00,534.23,534.27,0.03999999999996362,7.487411788923051e-05,-0.00012512588211076949,long,End of Day / Time Exit
2025-06-17 09:30:00-04:00,2025-06-17 15:00:00-04:00,532.42,529.46,2.9599999999999227,0.005559520679162922,0.0053595206791629225,short,End of Day / Time Exit
2025-06-17 15:05:00-04:00,2025-06-17 15:06:00-04:00,528.92,529.01,-0.09000000000003183,-0.0001701580579294257,-0.0003701580579294257,short,End of Day / Time Exit
2025-06-17 15:12:00-04:00,2025-06-17 15:13:00-04:00,529.48,529.3,-0.18000000000006366,-0.00033995618342536765,-0.0005399561834253676,long,End of Day / Time Exit
2025-06-17 15:17:00-04:00,2025-06-17 15:18:00-04:00,529.16,529.19,-0.030000000000086402,-5.669362763641697e-05,-0.00025669362763641696,short,End of Day / Time Exit
2025-06-17 15:20:00-04:00,2025-06-17 15:21:00-04:00,529.67,529.66,-0.009999999999990905,-1.887967980061341e-05,-0.00021887967980061343,long,End of Day / Time Exit
2025-06-18 09:39:00-04:00,2025-06-18 15:00:00-04:00,529.36,527.74,-1.6200000000000045,-0.0030602992292579805,-0.0032602992292579806,long,End of Day / Time Exit
2025-06-18 15:27:00-04:00,2025-06-18 15:28:00-04:00,529.04,528.51,0.5299999999999727,0.0010018146075910569,0.0008018146075910569,short,End of Day / Time Exit
2025-06-20 09:30:00-04:00,2025-06-20 10:25:00-04:00,532.52,528.2598399999999,-4.260160000000042,-0.008000000000000078,-0.008200000000000079,long,Stop Loss
2025-06-20 10:41:00-04:00,2025-06-20 15:00:00-04:00,527.83,526.06,1.7700000000000955,0.0033533524051306204,0.0031533524051306203,short,End of Day / Time Exit
2025-06-20 15:28:00-04:00,2025-06-20 15:29:00-04:00,525.87,525.98,-0.11000000000001364,-0.0002091771730656125,-0.0004091771730656125,short,End of Day / Time Exit
